,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
0,-0.5403391,0.38775113,-0.7770487,-0.3788379,0.046560362,-0.611597,0.28188527,-0.13512647,0.7194804,-0.24834874,-0.58728737,-0.82192856,-1.0221914,-0.960875,-0.21748066,0.19537164,0.8394402,0.8784575,0.68364143,0.1851515,0035.png
0,-0.5250987,0.3141064,-0.78133696,-0.33402184,0.08706689,-0.6034787,0.22646537,-0.12724115,0.7146097,-0.25648594,-0.5958839,-0.85533226,-1.0503142,-0.94967073,-0.2251556,0.1825382,0.7849587,0.8963092,0.673509,0.18770866,0036.png
0,-0.5242471,0.36444974,-0.74154544,-0.3456702,0.07393728,-0.60857314,0.27467948,-0.15024678,0.71701306,-0.28587338,-0.563082,-0.8398539,-1.0177649,-0.9366847,-0.21142761,0.21364762,0.8337735,0.88008106,0.622682,0.16867857,0037.png
0,-0.51267046,0.38196063,-0.7720733,-0.33920702,0.07394083,-0.5822583,0.2773015,-0.13506481,0.7100816,-0.2580173,-0.60383683,-0.829711,-1.0251352,-0.9448848,-0.23334816,0.17058165,0.7733924,0.91709584,0.67934906,0.21387972,0038.png
0,-0.4952975,0.3593018,-0.77284664,-0.35561538,0.08897102,-0.59643805,0.24314332,-0.18210717,0.7027199,-0.18728182,-0.6374148,-0.8136847,-0.96124256,-0.8942239,-0.19032864,0.15221767,0.7990897,0.88360995,0.62005055,0.15741162,0039.png
0,-0.553413,0.3982293,-0.7686676,-0.34796065,0.07182882,-0.57163084,0.2195049,-0.12475777,0.7720601,-0.269073,-0.6077024,-0.81697845,-0.99941087,-0.94081974,-0.19881257,0.18274052,0.7767597,0.885502,0.63570416,0.18043464,0040.png
0,-0.5277075,0.39189318,-0.7328811,-0.38334063,0.097622246,-0.6136496,0.248371,-0.10959217,0.73145276,-0.22699076,-0.6210378,-0.85086524,-0.9715487,-0.95900047,-0.23516016,0.16524532,0.81391263,0.8818407,0.68689406,0.18839215,0041.png
0,-0.49889785,0.37200236,-0.83416206,-0.34981373,0.08979812,-0.5744989,0.25042018,-0.12678021,0.74501204,-0.2082904,-0.5828434,-0.81764907,-1.0047916,-0.96200013,-0.2090558,0.1590592,0.78642637,0.87599933,0.69961107,0.14207226,0042.png
0,-0.55810285,0.32069266,-0.73565465,-0.39713693,0.08380501,-0.59040153,0.25999346,-0.09412305,0.68256503,-0.21226838,-0.59862363,-0.8391906,-1.0777868,-0.90115017,-0.25404042,0.15073021,0.8189548,0.85932004,0.6909896,0.20069246,0043.png
0,-0.52110374,0.3762506,-0.7773335,-0.39282903,0.091034114,-0.5862549,0.21205053,-0.15889697,0.72132176,-0.25959927,-0.60451865,-0.86208403,-0.9810617,-0.92617816,-0.20295349,0.20013404,0.7791245,0.909194,0.704036,0.19594593,0044.png
0,-0.52212685,0.3793673,-0.7786713,-0.33575422,0.09612171,-0.604706,0.2396583,-0.111438505,0.7145363,-0.22810909,-0.6479818,-0.82268876,-1.0198956,-0.9318,-0.21815029,0.15501168,0.770914,0.88795483,0.7274419,0.19822016,0045.png
0,-0.53066677,0.34499365,-0.7575527,-0.34135884,0.056376457,-0.56711954,0.22777542,-0.095210254,0.7328959,-0.23991014,-0.54530394,-0.841517,-1.039987,-0.9597491,-0.19224748,0.15282413,0.8127263,0.92870027,0.6581385,0.17170207,0046.png
0,-0.54017335,0.40093088,-0.7900393,-0.35669062,0.09689896,-0.59692705,0.2703105,-0.13725235,0.71108854,-0.18596698,-0.61069477,-0.8139824,-1.0096387,-0.93715394,-0.21786596,0.14334026,0.79468757,0.93120074,0.6669415,0.16995443,0047.png
0,-0.51103145,0.38788712,-0.7689373,-0.3412417,0.079037115,-0.55142784,0.22051996,-0.13568972,0.7309737,-0.2669334,-0.62428015,-0.841163,-0.9887024,-0.9306024,-0.20444998,0.16601421,0.76559997,0.90551245,0.7084731,0.16174488,0048.png
0,-0.51199585,0.4048482,-0.81316465,-0.3477635,0.062180683,-0.56261986,0.18986931,-0.10818225,0.7430431,-0.23751773,-0.64705,-0.8340812,-1.0060352,-0.91422933,-0.22006348,0.16625093,0.79551476,0.8976847,0.67166543,0.15836902,0049.png
0,-0.5642651,0.39584577,-0.77549666,-0.40138456,0.060826436,-0.606996,0.22739998,-0.11355759,0.7211328,-0.21467903,-0.62233377,-0.8440337,-0.986215,-0.8979176,-0.23107693,0.16076042,0.7915736,0.92450196,0.67427826,0.16218023,0050.png
0,-0.49927124,0.36240447,-0.76800966,-0.36073017,0.073185034,-0.62264675,0.26272193,-0.15469448,0.75607663,-0.23839416,-0.6329607,-0.853383,-1.0271004,-0.93480134,-0.20254336,0.17978455,0.79021245,0.8931533,0.68318546,0.17273484,0051.png
0,-0.5319463,0.3922642,-0.78525466,-0.37265772,0.067556106,-0.5824064,0.25308758,-0.12870033,0.7492934,-0.26475787,-0.64009315,-0.8350434,-1.048155,-0.9189752,-0.22442997,0.14037631,0.80103254,0.8828502,0.7013917,0.16518399,0052.png
0,-0.520615,0.38446915,-0.8021812,-0.3375748,0.060823657,-0.6194708,0.20321795,-0.14120723,0.725823,-0.23916961,-0.5970652,-0.8075611,-1.017437,-0.9274168,-0.26090744,0.18499438,0.7529075,0.8833835,0.6418923,0.17045875,0053.png
0,-0.5040976,0.3560214,-0.758889,-0.35211563,0.050081298,-0.5703524,0.24425787,-0.119930424,0.70303863,-0.2807885,-0.5894557,-0.8372694,-0.96982074,-0.948818,-0.20913614,0.18643878,0.7350826,0.8976208,0.68196285,0.17279597,0054.png
0,-0.52972543,0.39562982,-0.7715741,-0.35791656,0.060946077,-0.5952489,0.2602126,-0.107476175,0.73792636,-0.2717284,-0.5928237,-0.84272313,-0.96067095,-0.9234836,-0.22287458,0.22241186,0.7556607,0.9139705,0.65912545,0.18030271,0055.png
0,-0.49942693,0.4042178,-0.76548976,-0.38918182,0.05737719,-0.5995665,0.22291735,-0.12508647,0.7076385,-0.23910698,-0.5949935,-0.843905,-1.0174816,-0.9481734,-0.21577966,0.1410878,0.8039315,0.88037515,0.6531831,0.15294078,0056.png
0,-0.54040945,0.41596043,-0.7941195,-0.3701317,0.08458266,-0.58364165,0.23677576,-0.10890871,0.7317626,-0.27533162,-0.61378443,-0.8475288,-0.9904171,-0.9252988,-0.21702577,0.2069336,0.7712373,0.8955274,0.6627277,0.19561735,0057.png
0,-0.5188026,0.36249983,-0.7876579,-0.36092344,0.07993579,-0.61209196,0.26494268,-0.12143518,0.7101621,-0.2723104,-0.62776923,-0.8559525,-1.0346155,-0.93754774,-0.19701363,0.18922547,0.75490886,0.91502947,0.66693926,0.17915958,0058.png
0,-0.5279917,0.34685218,-0.7706486,-0.3259375,0.09225759,-0.57256484,0.22787434,-0.14328377,0.7387906,-0.25911206,-0.6219303,-0.8192331,-1.0063435,-0.9319844,-0.1998762,0.14753886,0.77724755,0.88717765,0.6683135,0.16672921,0059.png
0,-0.50611633,0.38422495,-0.7772524,-0.35619754,0.08613153,-0.60804784,0.27725694,-0.180472,0.7049038,-0.23434542,-0.6245067,-0.8301151,-0.9910064,-0.9151465,-0.2188774,0.208735,0.73109215,0.87500834,0.6742816,0.13328734,0060.png
0,-0.51655525,0.38162205,-0.8294258,-0.3560373,0.13297406,-0.58113974,0.22554657,-0.15877862,0.72931755,-0.19351247,-0.6204147,-0.83507454,-1.0129504,-0.9310351,-0.2536344,0.1518421,0.8229803,0.9406211,0.6643398,0.17101054,0061.png
0,-0.49132964,0.39388388,-0.8234091,-0.30378234,0.09695512,-0.60991305,0.2311323,-0.15269424,0.75909805,-0.23841381,-0.6377269,-0.81503445,-1.042688,-0.9622653,-0.18804242,0.1918784,0.7825487,0.90190804,0.71827865,0.16909413,0062.png
0,-0.5653505,0.37980628,-0.77348405,-0.38141415,0.024568517,-0.6078778,0.25386855,-0.11625007,0.72164077,-0.2338971,-0.6310797,-0.84591603,-0.9845625,-0.90561396,-0.22301653,0.16084848,0.7933647,0.8846171,0.7029227,0.14005749,0063.png
0,-0.5401352,0.3935521,-0.7974826,-0.3443373,0.070230156,-0.62779963,0.24493465,-0.13885075,0.75616246,-0.27340934,-0.5968713,-0.82373995,-1.0388772,-0.91165817,-0.25005504,0.18688656,0.8144065,0.90251017,0.660869,0.1814638,0064.png
0,-0.4960625,0.38755453,-0.7823539,-0.36082175,0.09528606,-0.6121704,0.22810775,-0.17392479,0.71426785,-0.2472725,-0.5950721,-0.8027934,-1.0554396,-0.92942315,-0.23963463,0.17028593,0.7905203,0.865923,0.6844009,0.17461924,0065.png
0,-0.51231754,0.37518853,-0.7878769,-0.3544563,0.06855139,-0.62499386,0.28170088,-0.116718,0.7569911,-0.28496546,-0.6243157,-0.83915955,-1.0546182,-0.9403949,-0.2248651,0.18373437,0.7940645,0.9081333,0.661293,0.19632956,0066.png
0,-0.54388314,0.39746213,-0.7716304,-0.34230444,0.100355,-0.61915153,0.24815518,-0.15845527,0.7423397,-0.21899368,-0.59286,-0.80438113,-1.0071043,-0.9561244,-0.2464761,0.1215825,0.7919653,0.9272274,0.66940045,0.16783595,0067.png
0,-0.53913194,0.37706995,-0.7925307,-0.36601678,0.036510624,-0.61000615,0.26179746,-0.13076544,0.7131338,-0.24295738,-0.58378434,-0.8468322,-1.032515,-0.92027533,-0.22547087,0.17751007,0.8015832,0.87285984,0.65242076,0.20428352,0068.png
0,-0.5870567,0.39862853,-0.7669789,-0.36580393,0.07844396,-0.5844663,0.23893267,-0.1276319,0.7014824,-0.18654115,-0.61519974,-0.8361465,-1.0284175,-0.93440545,-0.22964302,0.15632088,0.7862262,0.9650638,0.6752175,0.22045948,0069.png
0,-0.5160848,0.36144558,-0.78961146,-0.34922022,0.08475108,-0.62185466,0.28074238,-0.13026792,0.7372611,-0.2450192,-0.598471,-0.85837245,-1.0416465,-0.98716235,-0.20695408,0.16859609,0.80588603,0.9182378,0.67377555,0.20824194,0070.png
0,-0.52187544,0.35708326,-0.8115628,-0.36002657,0.09847827,-0.6279578,0.25365722,-0.13825187,0.74301255,-0.23712552,-0.625135,-0.8093668,-1.0537459,-0.93973166,-0.21470414,0.12517625,0.84433085,0.91288257,0.67418826,0.22490232,0071.png
0,-0.5351419,0.39258793,-0.7487495,-0.3797587,0.11620529,-0.5803692,0.22366399,-0.13064674,0.7157685,-0.24456151,-0.6534992,-0.86883587,-1.0465481,-0.9220397,-0.18171391,0.1469262,0.80612797,0.8844651,0.6979369,0.15803753,0072.png
0,-0.4585149,0.41394615,-0.7824759,-0.32984707,0.04774937,-0.57863134,0.26850045,-0.122912824,0.7133639,-0.24439095,-0.6101559,-0.8644386,-0.98229766,-0.8949699,-0.20732924,0.20147793,0.7819713,0.86212647,0.6379329,0.20579451,0073.png
0,-0.5117228,0.3808996,-0.7791997,-0.35085148,0.0831543,-0.56751823,0.259463,-0.1243118,0.7425544,-0.2056621,-0.58415926,-0.84002525,-1.0552021,-0.9318335,-0.23610178,0.19784622,0.81787354,0.8982286,0.6320921,0.16761646,0074.png
0,-0.50025654,0.38958085,-0.7951934,-0.3563728,0.081236705,-0.63003665,0.26783654,-0.15297236,0.70094335,-0.25214642,-0.60061353,-0.82389235,-1.0439374,-0.9912841,-0.25862423,0.15355699,0.79376435,0.9253456,0.70988595,0.15618493,0075.png
0,-0.49566153,0.3589083,-0.7828932,-0.37340626,0.050158992,-0.6037322,0.26024336,-0.16290306,0.7302775,-0.29801404,-0.64454615,-0.8282062,-1.0127136,-0.950893,-0.2089401,0.14871047,0.8285638,0.89315444,0.6916295,0.17702965,0076.png
0,-0.5454124,0.405519,-0.7818291,-0.3658817,0.032090403,-0.59744084,0.25615373,-0.13699566,0.737241,-0.21841472,-0.6358686,-0.88064885,-1.0102178,-0.9169874,-0.22632736,0.17593752,0.7774208,0.8698167,0.67451584,0.19170292,0077.png
0,-0.5124066,0.3632772,-0.77805454,-0.33283797,0.029232502,-0.6074527,0.24740139,-0.13507816,0.72770154,-0.26013303,-0.6079743,-0.82781154,-1.0061051,-0.9324809,-0.19980511,0.16209677,0.8041277,0.867496,0.67674804,0.20550819,0078.png
0,-0.51882136,0.416304,-0.74921304,-0.35266718,0.06338848,-0.57448107,0.2534746,-0.10918935,0.7416403,-0.244656,-0.5988804,-0.86436903,-0.9781822,-0.89131534,-0.20630491,0.2130057,0.8257368,0.87210405,0.7323941,0.16784398,0079.png
0,-0.53134805,0.38789845,-0.785957,-0.3558704,0.055897847,-0.62041575,0.25232264,-0.13226019,0.7121243,-0.26997268,-0.64877623,-0.8463534,-1.0261321,-0.93287075,-0.23165853,0.15071239,0.79504937,0.90012,0.6962223,0.1901707,0080.png
0,-0.53010315,0.33008742,-0.7822031,-0.3272636,0.095649794,-0.5911253,0.24234787,-0.067727774,0.7400574,-0.24578603,-0.6401145,-0.8078219,-1.0216726,-0.94217086,-0.20001036,0.13518828,0.7598446,0.8963871,0.68069875,0.15331362,0081.png
0,-0.4968754,0.38857353,-0.78352976,-0.34849748,0.06527439,-0.6118697,0.24193302,-0.14569475,0.7312477,-0.22043945,-0.6364803,-0.8530741,-1.0120462,-0.9384409,-0.19226295,0.1637952,0.81725144,0.880072,0.63609576,0.1776111,0082.png
0,-0.55238104,0.36010212,-0.79937494,-0.34672615,0.092129394,-0.6137535,0.23639962,-0.14541142,0.7285358,-0.22501014,-0.5947907,-0.8206319,-0.9979794,-0.9332946,-0.20412531,0.14697994,0.78191465,0.91547346,0.6881609,0.18455537,0083.png
0,-0.5185311,0.34347746,-0.80535346,-0.3571395,0.07483467,-0.6110647,0.26791382,-0.1412466,0.6831185,-0.27398133,-0.63469666,-0.7979959,-1.009671,-0.91643345,-0.24513075,0.1754233,0.82258445,0.9134776,0.66752076,0.17027733,0084.png
0,-0.5512695,0.34331933,-0.77687865,-0.3599334,0.10841112,-0.5563005,0.2523449,-0.11407356,0.6843765,-0.24426582,-0.63838476,-0.80144095,-1.0432415,-0.93573415,-0.17137751,0.17609094,0.77471924,0.8877712,0.6487218,0.1890312,0085.png
0,-0.52582544,0.36862665,-0.75084746,-0.3493555,0.07475017,-0.56341946,0.21847218,-0.095255114,0.7326986,-0.24270429,-0.63514626,-0.8085312,-1.035098,-0.91206455,-0.23919977,0.14326485,0.75767756,0.8971416,0.69015324,0.17803158,0086.png
0,-0.5103203,0.38121083,-0.76784766,-0.40166557,0.08993324,-0.61441785,0.26938853,-0.1333908,0.757646,-0.26632708,-0.57867163,-0.8735071,-1.0600369,-0.9482423,-0.23905757,0.16906022,0.8407987,0.89406127,0.70282376,0.16437106,0087.png
0,-0.5176969,0.39701384,-0.71393305,-0.36827144,0.07448957,-0.58159345,0.24184877,-0.18718465,0.69979054,-0.20436952,-0.5887225,-0.7438909,-1.0263338,-0.91047037,-0.25799417,0.15550485,0.7645989,0.87214464,0.7134416,0.19282985,0088.png
0,-0.5205109,0.3470347,-0.7746799,-0.3012807,0.078993455,-0.56963545,0.21011871,-0.14405866,0.7251266,-0.25979078,-0.6110587,-0.8521986,-0.9927912,-0.9587604,-0.23908013,0.1411432,0.7954735,0.8957753,0.67582846,0.17941293,0089.png
0,-0.48692924,0.36890385,-0.8001022,-0.37212726,0.080780044,-0.58934635,0.28027162,-0.10888244,0.7142017,-0.26070207,-0.54857606,-0.8511301,-0.9998765,-0.9257724,-0.218207,0.20140375,0.7613993,0.8638549,0.67817855,0.22432904,0090.png
0,-0.5078332,0.37458295,-0.7506196,-0.36954957,0.08810538,-0.5622796,0.19805986,-0.10747502,0.7510423,-0.25466883,-0.64180523,-0.84437245,-1.0366375,-0.920306,-0.24811664,0.18299566,0.76540315,0.8830837,0.68541396,0.17967261,0091.png
0,-0.53469414,0.37449837,-0.7659325,-0.3446589,0.068986125,-0.5493158,0.27158722,-0.09488918,0.72742283,-0.25697923,-0.6125027,-0.8618487,-1.0278388,-0.9405648,-0.2353033,0.15697785,0.7924021,0.90619165,0.682562,0.16599694,0092.png
0,-0.48831117,0.3461607,-0.771889,-0.35088274,0.09202942,-0.5971689,0.26638,-0.13333192,0.71488214,-0.25419682,-0.60059637,-0.8510493,-1.040801,-0.929636,-0.20558363,0.18055053,0.7953842,0.90420187,0.7168211,0.22552814,0093.png
0,-0.506697,0.34365284,-0.76558715,-0.36527196,0.13643798,-0.6257948,0.26609597,-0.13858065,0.71460545,-0.2610672,-0.58660734,-0.8700563,-1.0082759,-0.94999695,-0.2115191,0.1545768,0.8084615,0.9138681,0.6514715,0.16780211,0094.png
0,-0.52408475,0.32768163,-0.7602822,-0.3336326,0.10836016,-0.6309506,0.22849694,-0.12926012,0.7014416,-0.23858629,-0.5980255,-0.8327415,-0.99103475,-0.94391036,-0.21203613,0.18298069,0.7968604,0.901453,0.71611774,0.17903446,0095.png
0,-0.5344193,0.37200886,-0.7618663,-0.3316772,0.06801167,-0.6042778,0.24420881,-0.13922271,0.7334528,-0.27016965,-0.634763,-0.8483559,-1.0142987,-0.9378877,-0.19130614,0.14886968,0.81857127,0.9359442,0.68634975,0.18080166,0096.png
0,-0.55310124,0.3632906,-0.7653632,-0.35070518,0.034438618,-0.56669307,0.23684111,-0.07557422,0.76066333,-0.2573586,-0.59034604,-0.8580982,-1.0294845,-0.88606906,-0.18688807,0.17915417,0.8098328,0.89830905,0.6619272,0.1749922,0097.png
0,-0.5194803,0.36493942,-0.762632,-0.39145577,0.08794676,-0.6065462,0.2739169,-0.13585626,0.7443282,-0.25335908,-0.5971624,-0.857607,-1.0200489,-0.95031255,-0.19983888,0.18038876,0.7968583,0.85774726,0.69317603,0.1807647,0098.png
0,-0.5137792,0.3572694,-0.7761892,-0.3733231,0.10707022,-0.5982384,0.28495595,-0.13893257,0.735717,-0.2322951,-0.5933263,-0.84790045,-1.0178158,-0.89945906,-0.22555093,0.12178723,0.7737984,0.85008776,0.6922333,0.12376736,0099.png
0,-0.53210425,0.3963329,-0.7476158,-0.4038232,0.0997497,-0.59040785,0.2319954,-0.09812828,0.69106805,-0.2549361,-0.60159844,-0.82533187,-1.0315439,-0.9348715,-0.22223996,0.18772365,0.80677474,0.8794072,0.6363071,0.16859876,0100.png
